1086,440394,5088999
1063,110186,6088466
1073,27533,7088318
1042,7530,8087091
1083,2042,9086301
1137,119,10088227
1047,140,11088099
1049,156,12087771
1071,75,13087381
1050,108,14087366
1052,77,15087309
1077,1193,16084938
1135,-731,17087086
1103,-224,18086676
1134,-122,19086206
1246,-175,20085931
1202,-159,21085639
1182,-28,22085071
1143,-42,23084999
1205,-86,24085035
1448,-611,25084966
1372,-113,26084753
1320,-304,27084715
1231,-131,28084332
1087,22,29084150
1099,-40,30083896
1056,-46,31083478
1131,1190,32080925
1136,-360,33083151
1017,-98,34082876
1031,-85,35082584
1068,-103,36082387
1072,66,37081964
1080,-75,38081501
1023,-72,39081211
1186,-163,40081091
1263,-140,41081199
1109,-44,42080805
1151,-273,43080479
1118,-153,44080403
1103,-119,45080135
1210,-165,46080125
1190,-116,47079953
1177,-91,48079618
1089,-87,49079269
1033,13,50078775
1140,-74,51078403
1107,299,52077325
1064,-114,53077926
1086,-108,54077892
1079,-93,55077542
1086,-86,56077016
1039,-225,57076820
1044,-121,58076383
1184,-119,59076229
1186,335,60075600
1097,-118,61075923
1050,-234,62075177
1074,-147,63075025
1101,-118,64074786
1177,-131,65074651
1140,-98,66074670
997,-73,67074767
1045,-254,68074835
1044,-143,69074810
1046,-76,70074836
1095,-104,71074867
1330,-119,72074634
1396,-207,73074867
1175,38,74074394
1048,720,75072881
991,-140,76073883
1057,-138,77073742
1045,-112,78073389
1067,-109,79072978
1069,-98,80072945
997,-99,81072920
1069,-215,82072705
1056,629,83070983
1048,-210,84071765
1059,-152,85071386
1112,-90,86071495
1208,-134,87071439
1093,-73,88071369
1005,-10,89071483
1173,-97,90071537
1215,-417,91071318
1107,-168,92071067
1056,-135,93071170
1012,203,94070760
1323,-231,95071485
1307,-156,96071705
1071,-110,97071541
1077,977,98069459
1102,-288,99071110
1123,-145,100071037
1098,-82,101070854
1107,-82,102070494
1057,-65,103070345
1075,-59,104070358
1181,-97,105070345
1526,318,106068576
1451,-479,107070342
1087,-208,108070250
1023,72,109070061
1070,99,110069831
1134,563,111068786
1164,-199,112069701
1146,-75,113069520
1027,783,114068106
1046,-245,115069502
1084,-152,116069827
1147,-167,117070035
1135,-88,118070360
1006,-101,119070388
1032,-24,120069999
1067,-56,121070243
1071,-20,122070026
1272,-136,123070138
1270,-94,124069883
1222,-65,125069656
1215,-65,126069146
1070,5,127068632
1201,-48,128068346
1238,-87,129068237
1114,-79,130068118
1123,-5,131067946
1149,-39,132067769
1167,-49,133067365
1267,-60,134067031
1264,-90,135067108
1236,-89,136066948
1126,-39,137066507
1063,23,138066481
1279,-407,139066674
1235,-163,140066600
1057,-70,141066621
1013,-23,142066912
979,8,143066654
1064,-34,144066457
1186,-72,145066009
1187,-45,146065877
1065,-502,147065819
1074,-242,148065545
1116,-439,149065501
1169,-215,150065590
1177,-110,151065631
1070,-114,152065673
1074,-29,153065473
1211,-86,154065410
1278,-128,155065296
1387,-190,156065433
1356,-88,157065094
1374,-13,158064760
1335,-660,159064786
1031,-80,160064465
1114,-106,161064654
1163,68,162064255
1096,-96,163063971
1122,-36,164063620
1084,-91,165063641
1060,-88,166063704
1317,-182,167063774
1341,810,168062313
1079,-161,169063886
1010,-122,170063682
1056,-86,171063957
1406,-282,172064608
1386,-109,173064557
1081,-100,174064546
1056,51,175064354
1081,-487,176064113
1074,-198,177063988
1006,-190,178063909
1118,-139,179064018
1208,-183,180064007
1297,-140,181064220
1347,-100,182064305
1148,-43,183064050
1070,-1180,184063784
1154,-395,185063726
1149,-152,186063610
1091,271,187063020
1110,-153,188063368
1145,-147,189063484
1092,-124,190063253
1088,-19,191063114
1080,-58,192063311
1034,-71,193063086
1075,-38,194062785
1060,-214,195062636
996,-99,196062239
1053,-119,197061883
1132,-137,198061574
1108,-101,199061081
1063,-85,200060982
1152,-91,201060918
1201,-97,202060787
1130,-322,203060579
1068,-122,204060522
1056,-87,205060918
1083,-95,206061274
1117,-100,207061723
1135,-149,208062087
1100,565,209061213
1073,149,210061237
1099,-329,211062332
1056,-157,212062298
1048,-115,213062076
1066,587,214060817
1050,-213,215062136
1077,-119,216062181
1118,-118,217062540
1226,249,218061228
1308,-272,219062888
1261,-130,220062853
1162,-34,221062690
1104,-522,222062449
1240,-262,223062438
1210,-117,224062115
1033,-364,225061869
1167,-592,226062011
1162,-538,227061905
1037,-206,228061406
1085,-112,229061291
1181,-189,230061326
1175,-101,231061507
1076,-64,232061338
1037,1035,233059130
1144,-337,234060895
1108,-233,235060736
1058,-103,236060629
1088,-107,237060207
1084,-100,238059917
1242,-208,239060046
1163,-130,240060093
1020,1084,241057777
1095,-368,242059917
1226,-199,243059915
1224,-468,244059460
1162,-1020,245059366
1168,-342,246059312
1226,-166,247058978
1144,-102,248058909
1121,192,249057116
1253,-721,250058392
1156,-1288,251058294
1190,724,252055380
1141,-671,253058485
1125,-227,254058399
1215,1020,255056245
1113,-328,256058270
1067,-147,257057964
1149,-136,258057910
1151,-107,259058006
1135,-114,260057965
1385,-753,261058101
1339,-251,262058168
1143,-117,263057989
1160,-64,264057588
1155,-16,265057406
1123,6,266057344
1150,-20,267057345
1191,-568,268057475
1216,-300,269057693
1172,-121,270057797
1111,-81,271057821
1116,-488,272057722
1082,-179,273057712
1145,-166,274057575
1148,-103,275057408
1030,-84,276057474
1125,-91,277057460
1178,-140,278057792
1151,-90,279057805
1101,-71,280057831
1038,-17,281057715
1074,-58,282057675
1204,-231,283057644
1299,177,284057370
1212,-52,285057949
1102,-59,286058097
1054,-64,287058344
1152,-73,288058529
1221,2163,289054393
1102,-896,290058568
1033,-121,291058186
1139,-315,292058279
1164,-162,293058149
1170,-1231,294057988
1125,-364,295057924
1014,-120,296057978
1033,-103,297057621
1043,-106,298057166
1239,-91,299057071
1238,-299,300057178
1060,-178,301057159
1240,-76,302056986
1294,-130,303056945
1137,169,304056584
1213,-1280,305056936
1227,-403,306056477
1043,535,307055093
1110,-706,308055604
1103,491,309054130
989,-404,310055402
1078,-183,311055432
1087,-124,312055579
1151,-101,313055656
1212,-120,314055648
1058,-312,315055426
1170,-2324,316055418
1181,-680,317055476
1027,-163,318055096
1024,-116,319054859
1078,-152,320054601
1078,-105,321054302
1189,-120,322054167
1017,-403,323053953
1026,-143,324053569
1073,-95,325053309
1069,-114,326053200
1099,-195,327053092
1199,-102,328052572
1126,-84,329051981
1113,854,330049881
1143,-294,331051023
1061,-165,332050730
1049,-88,333050280
1128,-125,334050071
1108,-80,335049464
1034,-39,336048772
1034,-37,337048410
1005,983,338046435
1014,-213,339047954
1044,-127,340047660
1038,-90,341047313
1034,-86,342046902
1032,-127,343046738
1155,-140,344046688
1160,-99,345046363
1010,-514,346045744
1127,-248,347045485
1164,-182,348045100
1292,-98,349044771
1333,-135,350044889
1102,-10,351044345
1102,-7,352043973
1100,1209,353040998
1086,-343,354042907
1419,-215,355042832
1418,-142,356042899
1077,-12,357042822
1152,30,358042844
1199,24,359043187
1245,111,360043149
1240,-67,361043336
1113,-38,362043560
1073,46,363043682
1103,47,364043604
1102,37,365043517
1377,-114,366043323
1379,-97,367042938
1062,61,368042398
1030,78,369042363
1027,88,370042361
1610,65,371042479
1612,-140,372042932
1071,-106,373043200
1031,809,374041503
1029,-226,375042936
1129,-145,376042960
1138,-122,377043188
1173,-107,378043064
1116,-88,379042934
1032,-81,380043043
1083,-69,381043086
1076,-40,382042964
1095,-36,383043125
1045,-76,384043477
1028,-64,385043335
1063,-61,386043110
