4876,-44208,44625045
4818,-31074,44732940
4818,-31074,44832921
4818,-31074,44932892
5883,-31074,45032869
5824,-31074,45132888
5766,-17575,45226942
5789,-17575,45326921
5677,-17575,45426897
5626,-17575,45526874
5567,-16255,45631796
5509,-16255,45731773
5693,-16255,45831740
5637,-16255,45931714
5582,-16255,46031690
5524,-14022,46133455
5466,-14022,46233431
5432,-14022,46333388
5374,-14022,46433342
5348,-14022,46533313
5231,-11921,46633093
5254,-11921,46733105
5289,-11921,46833125
5247,-11921,46933149
5143,-11921,47033154
5085,-10818,47132867
5085,-10818,47232884
5322,-10818,47332899
5326,-10818,47432907
5138,-10818,47532908
5138,-10446,47632955
5227,-10446,47732923
5260,-10446,47832892
5273,-10446,47932838
5170,-6839,48029158
5173,-6839,48129087
5229,-6839,48229018
5286,-6839,48328948
5286,-6839,48428917
5205,-10319,48532674
5206,-10319,48632634
5235,-10319,48732636
5236,-10319,48832623
5240,-10319,48932573
5160,-9026,49031210
5242,-9026,49131159
5383,-9026,49231129
5374,-9026,49331121
5137,-9026,49431080
5137,-10111,49532249
5194,-10111,49632246
5190,-10111,49732229
5214,-10111,49832168
5059,-10111,49932117
5059,-10046,50032047
5112,-10046,50132018
5108,-10046,50232024
5108,-10046,50332023
5334,-9465,50431445
5335,-9465,50531460
5516,-9465,50631466
5516,-9465,50731471
5906,-9465,50831444
5823,-10447,50932826
5852,-10447,51032791
5926,-10447,51132757
5903,-10447,51232723
5907,-10447,51332692
5825,-10199,51432618
5888,-10199,51532600
5917,-10199,51632568
5880,-10199,51732525
5803,-10199,51832492
5765,-10105,51932457
5806,-10105,52032430
5802,-10105,52132399
5763,-10105,52232378
5492,-10105,52332395
5507,-9271,52431564
5596,-9271,52531560
5580,-9271,52631541
5584,-9271,52731525
4963,-9684,52831910
4434,-9684,52931891
4369,-9684,53031890
4371,-9684,53131915
4380,-9684,53231912
4298,-8356,53330571
4299,-8356,53430557
4469,-8356,53530558
4469,-8356,53630562
4473,-8356,53730564
4180,-9332,53831527
4180,-9332,53931519
4457,-9332,54031521
4466,-9332,54131508
4415,-9332,54231482
4415,-9425,54331539
4496,-9425,54431544
4465,-9425,54531513
4470,-9425,54631486
4389,-9425,54731458
4295,-9407,54831409
4361,-9407,54931412
4349,-9407,55031377
4353,-9407,55131343
4074,-9305,55231189
4074,-9305,55331146
4152,-9305,55431107
4152,-9305,55531079
4156,-9305,55631088
4061,-9313,55731045
4066,-9313,55831050
4098,-9313,55931043
4150,-9313,56031013
4150,-9313,56130994
4068,-7973,56229631
4096,-7973,56329643
