#1341,52,51926848
#1335,47,52026820
#1329,47,52126821
1323,47,52226819
1330,47,52326817
1319,47,52426822
1313,96,52526808
1308,96,52626798
1302,96,52726785
1291,96,52826746
1285,96,52926722
1279,113,53026669
1274,113,53126648
1263,113,53226634
1257,113,53326632
1251,113,53426655
1245,66,53526652
1235,66,53626671
1229,66,53726681
1223,66,53826685
1219,100,53926653
1208,100,54026646
1202,100,54126657
1197,100,54226706
1191,100,54326736
1180,88,54426727
1180,88,54526732
1174,88,54626747
1168,88,54726773
1169,88,54826824
1164,139,54926834
1158,139,55026846
1152,139,55126857
1141,139,55226865
1135,139,55326872
1129,184,55426858
1124,184,55526856
1112,184,55626856
1107,184,55726846
1101,184,55826838
1095,119,55926805
1084,119,56026798
1078,119,56126798
1072,119,56226796
1067,134,56326768
1055,134,56426761
1050,134,56526767
1044,134,56626760
1038,134,56726748
1027,160,56826718
1027,160,56926750
1027,160,57026781
1033,160,57126821
1033,160,57226833
1033,310,57326804
1041,310,57426790
1041,310,57526777
1041,310,57626772
1030,310,57726755
1030,164,57826708
1030,164,57926682
1030,164,58026697
1030,164,58126731
1030,164,58226739
1030,96,58326696
1031,96,58426693
1031,96,58526687
1030,96,58626654
1031,71,58726632
1031,71,58826660
1031,71,58926669
1031,71,59026633
1031,71,59126592
1031,22,59226544
1031,22,59326494
1031,22,59426437
1031,22,59526404
1038,22,59626381
1040,73,59726330
1040,73,59826313
1040,73,59926298
1048,73,60026282
1048,73,60126319
1048,64,60226328
1036,64,60326330
1036,64,60426340
1035,64,60526350
1035,64,60626356
1045,6,60726329
1045,6,60826328
1044,6,60926324
1044,6,61026339
1046,2,61126332
1046,2,61226325
1046,2,61326332
1046,2,61426367
1046,2,61526355
1046,11,61626355
1046,11,61726361
1046,11,61826366
1044,11,61926364
1044,11,62026395
1044,136,62126409
1051,136,62226432
1051,136,62326441
1051,136,62426452
1059,136,62526471
1059,39,62626447
1059,39,62726452
1047,39,62826468
1047,39,62926464
1047,39,63026461
1047,-34,63126482
1046,-34,63226478
1047,-34,63326494
1047,-34,63426496
1047,-37,63526507
1047,-37,63626497
1047,-37,63726481
1047,-37,63826464
1047,-37,63926487
1047,14,64026507
1047,14,64126471
1047,14,64226441
1047,14,64326417
1048,14,64426359
1048,62,64526292
1048,62,64626276
1048,62,64726295
1057,62,64826300
1057,62,64926316
1057,370,65026270
1051,370,65126244
1051,370,65226213
1051,370,65326208
1038,370,65426235
1038,-31,65526296
1038,-31,65626325
1038,-31,65726349
1055,-31,65826373
1055,13,65926399
1054,13,66026422
1054,13,66126429
1055,13,66226449
1055,13,66326470
1055,-9,66426458
1055,-9,66526455
1055,-9,66626480
1055,-9,66726480
1055,-9,66826459
1055,44,66926440
1055,44,67026465
1055,44,67126486
1055,44,67226466
1062,44,67326482
1062,43,67426479
1062,43,67526489
1056,43,67626481
1054,43,67726430
1054,43,67826389
1054,-30,67926410
1041,-30,68026402
1041,-30,68126387
1041,-30,68226371
1041,-17,68326377
1041,-17,68426377
1041,-17,68526375
1041,-17,68626357
1032,-17,68726345
1032,19,68826329
1032,19,68926328
1032,19,69026347
1030,19,69126333
1030,19,69226330
1030,56,69326294
1030,56,69426291
1030,56,69526322
1030,56,69626358
1029,56,69726376
1030,43,69826334
1038,43,69926330
1038,43,70026352
1038,43,70126380
1031,43,70226419
1031,6073,70326406
1031,6073,70426389
1018,6073,70526403
1018,6073,70626420
1018,-28,70726455
1018,-28,70826470
1018,-28,70926484
1019,-28,71026495
1018,-28,71126502
1019,10,71226505
1018,10,71326513
1019,10,71426512
1019,10,71526512
1026,10,71626523
1027,50,71726520
1027,50,71826546
1027,50,71926569
1026,50,72026578
1027,50,72126583
1027,16,72226578
1027,16,72326561
1034,16,72426522
1034,16,72526501
1034,16,72626471
1034,2109,72726414
1038,2109,72826390
1038,2109,72926373
1038,2109,73026380
1038,-56,73126375
1038,-56,73226359
1038,-56,73326333
1038,-56,73426300
1038,-56,73526299
1038,-29,73626332
1038,-29,73726324
1021,-29,73826310
1021,-29,73926296
1021,-29,74026287
1021,134,74126278
1021,134,74226272
1021,134,74326304
1021,134,74426328
1021,134,74526351
1021,51,74626305
1021,51,74726281
1021,51,74826256
1021,51,74926232
1030,51,75026208
1030,-40,75126207
1030,-40,75226173
1035,-40,75326145
1035,-40,75426122
1035,-18,75526095
1035,-18,75626066
1035,-18,75726047
1036,-18,75825972
1036,-18,75925912
1035,-11,76025848
1035,-11,76125775
1036,-11,76225707
1036,-11,76325707
1036,-11,76425713
1036,41,76525693
1036,41,76625713
1036,41,76725683
1036,41,76825666
1036,41,76925692
1036,32,77025698
1036,32,77125730
1036,32,77225753
1036,32,77325781
1036,32,77425808
1036,-49,77525870
1045,-49,77625887
1045,-49,77725883
1063,-49,77825858
1069,-66,77925865
1069,-66,78025844
1069,-66,78125826
1069,-66,78225813
1069,-66,78325825
1069,-43,78425830
1069,-43,78525817
1069,-43,78625812
1068,-43,78725804
1068,-43,78825802
1068,34,78925766
1068,34,79025756
1068,34,79125746
1068,34,79225733
1068,34,79325727
1068,39,79425678
1068,39,79525648
1061,39,79625619
1060,39,79725596
1060,39,79825570
1061,-33,79925578
1061,-33,80025561
1070,-33,80125580
1069,-33,80225605
1069,783,80325611
1075,783,80425646
1075,783,80525673
1075,783,80625697
1075,783,80725718
1061,-17,80825733
1061,-17,80925746
1061,-17,81025726
1061,-17,81125717
1061,-17,81225686
1084,3813,81325646
1084,3813,81425628
1084,3813,81525608
1084,3813,81625593
1084,3813,81725582
1084,-5,81825567
1084,-5,81925558
1084,-5,82025559
1084,-5,82125577
1084,-5,82225618
1085,-72,82325677
1085,-72,82425699
1085,-72,82525683
1085,-72,82625652
1095,-37,82725650
1095,-37,82825624
1094,-37,82925628
1099,-37,83025646
1099,-37,83125640
1099,-15,83225632
1086,-15,83325654
1086,-15,83425682
1086,-15,83525673
1086,-15,83625660
1087,41,83725636
